name,url,rating,type,grade,pitches,length,latitude,longitude,votes,state,gorge,area,crag,subcrag,yds,protection
Coming Out Party,https://www.mountainproject.com/route/106912621/coming-out-party,3.5,Sport,5.11d,1,80.0,37.65431,-83.71364,2,Kentucky,Red River Gorge,Pendergrass-Murray Recreational Preserve (PMRP),Shady Grove,,11.0,
Who is Who,https://www.mountainproject.com/route/113237108/who-is-who,2.0,Sport,5.11d,1,,37.65431,-83.71364,1,Kentucky,Red River Gorge,Pendergrass-Murray Recreational Preserve (PMRP),Shady Grove,,11.0,
Who Knows?,https://www.mountainproject.com/route/110296041/who-knows,2.0,Sport,5.11d,1,70.0,37.65431,-83.71364,2,Kentucky,Red River Gorge,Pendergrass-Murray Recreational Preserve (PMRP),Shady Grove,,11.0,
Spyder's Hangout,https://www.mountainproject.com/route/108446305/spyders-hangout,1.7,Sport,5.10a,1,40.0,37.6538,-83.70943,27,Kentucky,Red River Gorge,Pendergrass-Murray Recreational Preserve (PMRP),Bronaugh Wall,,10.0,
My Mind Escapes Me,https://www.mountainproject.com/route/113809839/my-mind-escapes-me,2.5,Sport,5.10a,1,55.0,37.6538,-83.70943,10,Kentucky,Red River Gorge,Pendergrass-Murray Recreational Preserve (PMRP),Bronaugh Wall,,10.0,
Upworthy,https://www.mountainproject.com/route/113236994/upworthy,1.3,Sport,5.10c,1,70.0,37.6538,-83.70943,6,Kentucky,Red River Gorge,Pendergrass-Murray Recreational Preserve (PMRP),Bronaugh Wall,,10.0,
Take the Scary out of Life,https://www.mountainproject.com/route/107180642/take-the-scary-out-of-life,2.6,Sport,5.10d,1,55.0,37.6538,-83.70943,13,Kentucky,Red River Gorge,Pendergrass-Murray Recreational Preserve (PMRP),Bronaugh Wall,,10.0,
Muffintop,https://www.mountainproject.com/route/108397003/muffintop,2.8,Sport,5.10d,1,65.0,37.6538,-83.70943,19,Kentucky,Red River Gorge,Pendergrass-Murray Recreational Preserve (PMRP),Bronaugh Wall,,10.0,
Two Women Alone,https://www.mountainproject.com/route/106782241/two-women-alone,3.5,Sport,5.11a,1,60.0,37.6538,-83.70943,64,Kentucky,Red River Gorge,Pendergrass-Murray Recreational Preserve (PMRP),Bronaugh Wall,,11.0,
Nanotechnology,https://www.mountainproject.com/route/111775561/nanotechnology,2.9,Sport,5.11b,1,70.0,37.6538,-83.70943,10,Kentucky,Red River Gorge,Pendergrass-Murray Recreational Preserve (PMRP),Bronaugh Wall,,11.0,
Like A Turtle,https://www.mountainproject.com/route/107180626/like-a-turtle,3.5,Sport,5.11b,1,55.0,37.6538,-83.70943,43,Kentucky,Red River Gorge,Pendergrass-Murray Recreational Preserve (PMRP),Bronaugh Wall,,11.0,
Jingus,https://www.mountainproject.com/route/106783827/jingus,3.1,Sport,5.11b,1,60.0,37.6538,-83.70943,42,Kentucky,Red River Gorge,Pendergrass-Murray Recreational Preserve (PMRP),Bronaugh Wall,,11.0,
Bring Up The Bodies,https://www.mountainproject.com/route/116138968/bring-up-the-bodies,2.0,Sport,5.11+,1,85.0,37.6538,-83.70943,1,Kentucky,Red River Gorge,Pendergrass-Murray Recreational Preserve (PMRP),Bronaugh Wall,,11.0,
Collision Damage,https://www.mountainproject.com/route/108195152/collision-damage,2.9,Sport,5.11d,1,50.0,37.6538,-83.70943,12,Kentucky,Red River Gorge,Pendergrass-Murray Recreational Preserve (PMRP),Bronaugh Wall,,11.0,
A1A,https://www.mountainproject.com/route/106817338/a1a,2.7,Sport,5.10a,1,50.0,37.67609,-83.73312,45,Kentucky,Red River Gorge,Pendergrass-Murray Recreational Preserve (PMRP),The Crossroads,,10.0,
N4,https://www.mountainproject.com/route/108725074/n4,2.1,Sport,5.10c,1,40.0,37.67609,-83.73312,20,Kentucky,Red River Gorge,Pendergrass-Murray Recreational Preserve (PMRP),The Crossroads,,10.0,
Fairweather Friend,https://www.mountainproject.com/route/111124957/fairweather-friend,3.3,Sport,5.10c,1,80.0,37.67609,-83.73312,30,Kentucky,Red River Gorge,Pendergrass-Murray Recreational Preserve (PMRP),The Crossroads,,10.0,
Banjolero,https://www.mountainproject.com/route/107860456/banjolero,3.0,Sport,5.10c,1,65.0,37.67609,-83.73312,88,Kentucky,Red River Gorge,Pendergrass-Murray Recreational Preserve (PMRP),The Crossroads,,10.0,
Yell Fire!,https://www.mountainproject.com/route/107860443/yell-fire,3.0,Sport,5.10d,1,80.0,37.67609,-83.73312,31,Kentucky,Red River Gorge,Pendergrass-Murray Recreational Preserve (PMRP),The Crossroads,,10.0,
The Country Boy,https://www.mountainproject.com/route/111822562/the-country-boy,2.6,Sport,5.11b,1,65.0,37.67609,-83.73312,5,Kentucky,Red River Gorge,Pendergrass-Murray Recreational Preserve (PMRP),The Crossroads,,11.0,
Severn Bore,https://www.mountainproject.com/route/108394782/severn-bore,2.2,Sport,5.11c,1,60.0,37.67609,-83.73312,5,Kentucky,Red River Gorge,Pendergrass-Murray Recreational Preserve (PMRP),The Crossroads,,11.0,
Cannabis Love Generator,https://www.mountainproject.com/route/108337016/cannabis-love-generator,2.9,Sport,5.11c,1,50.0,37.67609,-83.73312,8,Kentucky,Red River Gorge,Pendergrass-Murray Recreational Preserve (PMRP),The Crossroads,,11.0,
October Sky,https://www.mountainproject.com/route/107974272/october-sky,3.3,Sport,5.11c,1,70.0,37.67609,-83.73312,21,Kentucky,Red River Gorge,Pendergrass-Murray Recreational Preserve (PMRP),The Crossroads,,11.0,
June Bug,https://www.mountainproject.com/route/108337000/june-bug,2.9,Sport,5.11d,1,55.0,37.67609,-83.73312,20,Kentucky,Red River Gorge,Pendergrass-Murray Recreational Preserve (PMRP),The Crossroads,,11.0,
Hippie Speed Ball,https://www.mountainproject.com/route/111840375/hippie-speed-ball,2.5,Sport,5.11d,1,60.0,37.67609,-83.73312,6,Kentucky,Red River Gorge,Pendergrass-Murray Recreational Preserve (PMRP),The Crossroads,,11.0,
Wake and Bake,https://www.mountainproject.com/route/108337049/wake-and-bake,3.0,Sport,5.11d,1,55.0,37.67609,-83.73312,3,Kentucky,Red River Gorge,Pendergrass-Murray Recreational Preserve (PMRP),The Crossroads,,11.0,
Thru Space and Time,https://www.mountainproject.com/route/106973595/thru-space-and-time,2.8,Sport,5.10a,1,65.0,37.65258,-83.71563,42,Kentucky,Red River Gorge,Pendergrass-Murray Recreational Preserve (PMRP),Left Field,,10.0,
Apoplectic Chick from Missouri,https://www.mountainproject.com/route/107289398/apoplectic-chick-from-missouri,2.1,Sport,5.10b,1,45.0,37.65258,-83.71563,42,Kentucky,Red River Gorge,Pendergrass-Murray Recreational Preserve (PMRP),Left Field,,10.0,
Hopscotch,https://www.mountainproject.com/route/113834755/hopscotch,2.0,Sport,5.11a,1,65.0,37.65258,-83.71563,1,Kentucky,Red River Gorge,Pendergrass-Murray Recreational Preserve (PMRP),Left Field,,11.0,
Autograph,https://www.mountainproject.com/route/107289404/autograph,2.5,Sport,5.11a,1,60.0,37.65258,-83.71563,17,Kentucky,Red River Gorge,Pendergrass-Murray Recreational Preserve (PMRP),Left Field,,11.0,
Jack Move,https://www.mountainproject.com/route/108078319/jack-move,1.8,Sport,5.11b,1,,37.65258,-83.71563,4,Kentucky,Red River Gorge,Pendergrass-Murray Recreational Preserve (PMRP),Left Field,,11.0,
Bulldozer,https://www.mountainproject.com/route/106885753/bulldozer,2.4,Sport,5.10a,1,40.0,37.65214,-83.70995,63,Kentucky,Red River Gorge,Pendergrass-Murray Recreational Preserve (PMRP),The Shire,,10.0,
Buffalo Crickets,https://www.mountainproject.com/route/111810339/buffalo-crickets,3.0,Trad,5.10b R,1,45.0,37.65214,-83.70995,1,Kentucky,Red River Gorge,Pendergrass-Murray Recreational Preserve (PMRP),The Shire,,10.0,R
Significant Other,https://www.mountainproject.com/route/106885744/significant-other,2.0,Sport,5.10b,1,40.0,37.65214,-83.70995,45,Kentucky,Red River Gorge,Pendergrass-Murray Recreational Preserve (PMRP),The Shire,,10.0,
The G-Man,https://www.mountainproject.com/route/106885734/the-g-man,2.4,Sport,5.10c,1,40.0,37.65214,-83.70995,89,Kentucky,Red River Gorge,Pendergrass-Murray Recreational Preserve (PMRP),The Shire,,10.0,
K.S.B.,https://www.mountainproject.com/route/106885779/ksb,3.5,Sport,5.10d,1,60.0,37.65214,-83.70995,154,Kentucky,Red River Gorge,Pendergrass-Murray Recreational Preserve (PMRP),The Shire,,10.0,
My Name is Earl,https://www.mountainproject.com/route/107370652/my-name-is-earl,1.9,Sport,5.11d,1,30.0,37.65214,-83.70995,13,Kentucky,Red River Gorge,Pendergrass-Murray Recreational Preserve (PMRP),The Shire,,11.0,
Subject to Change,https://www.mountainproject.com/route/106971714/subject-to-change,3.0,Sport,5.10d,1,40.0,37.67269,-83.73544,2,Kentucky,Red River Gorge,Pendergrass-Murray Recreational Preserve (PMRP),Far Side,,10.0,
Nameless,https://www.mountainproject.com/route/112179454/nameless,2.0,Sport,5.10d,1,40.0,37.67269,-83.73544,1,Kentucky,Red River Gorge,Pendergrass-Murray Recreational Preserve (PMRP),Far Side,,10.0,
Papa Loves Jugs,https://www.mountainproject.com/route/107567697/papa-loves-jugs,2.9,Sport,5.11d,1,50.0,37.67269,-83.73544,7,Kentucky,Red River Gorge,Pendergrass-Murray Recreational Preserve (PMRP),Far Side,,11.0,
Stem Cell,https://www.mountainproject.com/route/108384248/stem-cell,2.8,Sport,5.10a,1,55.0,37.65103,-83.71481999999997,6,Kentucky,Red River Gorge,Pendergrass-Murray Recreational Preserve (PMRP),What About Bob Wall,,10.0,
Weathertop Stings,https://www.mountainproject.com/route/108384240/weathertop-stings,2.7,Sport,5.10b,1,45.0,37.65103,-83.71481999999997,3,Kentucky,Red River Gorge,Pendergrass-Murray Recreational Preserve (PMRP),What About Bob Wall,,10.0,
No Sleep Til' Campton,https://www.mountainproject.com/route/107132484/no-sleep-til-campton,3.3,Sport,5.10b/c,1,80.0,37.65103,-83.71481999999997,38,Kentucky,Red River Gorge,Pendergrass-Murray Recreational Preserve (PMRP),What About Bob Wall,,10.0,
The Speed of Enzo,https://www.mountainproject.com/route/114317142/the-speed-of-enzo,2.0,Sport,5.10c,1,60.0,37.65103,-83.71481999999997,2,Kentucky,Red River Gorge,Pendergrass-Murray Recreational Preserve (PMRP),What About Bob Wall,,10.0,
Kentucky Flu,https://www.mountainproject.com/route/107336284/kentucky-flu,2.9,Sport,5.10c,1,85.0,37.65103,-83.71481999999997,34,Kentucky,Red River Gorge,Pendergrass-Murray Recreational Preserve (PMRP),What About Bob Wall,,10.0,
Brothel Doc,https://www.mountainproject.com/route/109644863/brothel-doc,2.4,Sport,5.11a,1,75.0,37.65103,-83.71481999999997,5,Kentucky,Red River Gorge,Pendergrass-Murray Recreational Preserve (PMRP),What About Bob Wall,,11.0,
Optical Rectitus,https://www.mountainproject.com/route/107622061/optical-rectitus,2.8,Sport,5.11a,1,50.0,37.65103,-83.71481999999997,10,Kentucky,Red River Gorge,Pendergrass-Murray Recreational Preserve (PMRP),What About Bob Wall,,11.0,
Bowling Pain,https://www.mountainproject.com/route/107132510/bowling-pain,2.0,Sport,5.11c,1,80.0,37.65103,-83.71481999999997,2,Kentucky,Red River Gorge,Pendergrass-Murray Recreational Preserve (PMRP),What About Bob Wall,,11.0,
The Phoenix,https://www.mountainproject.com/route/116354220/the-phoenix,4.0,Sport,5.11d,1,50.0,37.65103,-83.71481999999997,1,Kentucky,Red River Gorge,Pendergrass-Murray Recreational Preserve (PMRP),What About Bob Wall,,11.0,
Monobrow,https://www.mountainproject.com/route/107685747/monobrow,2.6,Sport,5.10a,1,50.0,37.6518,-83.71274,54,Kentucky,Red River Gorge,Pendergrass-Murray Recreational Preserve (PMRP),Rival Wall,,10.0,
Delayed Gratification,https://www.mountainproject.com/route/107132538/delayed-gratification,3.0,Sport,5.10c,1,80.0,37.6518,-83.71274,69,Kentucky,Red River Gorge,Pendergrass-Murray Recreational Preserve (PMRP),Rival Wall,,10.0,
McCoy,https://www.mountainproject.com/route/110861833/mccoy,1.8,Sport,5.10d,1,70.0,37.6518,-83.71274,16,Kentucky,Red River Gorge,Pendergrass-Murray Recreational Preserve (PMRP),Rival Wall,,10.0,
Hatfield,https://www.mountainproject.com/route/107132554/hatfield,3.3,Sport,5.10d,1,80.0,37.6518,-83.71274,40,Kentucky,Red River Gorge,Pendergrass-Murray Recreational Preserve (PMRP),Rival Wall,,10.0,
STD,https://www.mountainproject.com/route/107551914/std,2.6,Sport,5.10a,1,70.0,37.65193,-83.71141,34,Kentucky,Red River Gorge,Pendergrass-Murray Recreational Preserve (PMRP),Courtesy Wall,,10.0,
Aural Pleasure,https://www.mountainproject.com/route/107556658/aural-pleasure,2.4,Sport,5.11a,1,70.0,37.65193,-83.71141,22,Kentucky,Red River Gorge,Pendergrass-Murray Recreational Preserve (PMRP),Courtesy Wall,,11.0,
Tweaked Unit,https://www.mountainproject.com/route/107304762/tweaked-unit,3.5,Sport,5.11b,1,70.0,37.65193,-83.71141,35,Kentucky,Red River Gorge,Pendergrass-Murray Recreational Preserve (PMRP),Courtesy Wall,,11.0,
Welcomed Guest,https://www.mountainproject.com/route/107556667/welcomed-guest,3.6,Sport,5.11d,1,85.0,37.65193,-83.71141,13,Kentucky,Red River Gorge,Pendergrass-Murray Recreational Preserve (PMRP),Courtesy Wall,,11.0,
Pickpocket,https://www.mountainproject.com/route/108121447/pickpocket,1.2,Sport,5.10d,1,50.0,37.67874000000001,-83.7354,11,Kentucky,Red River Gorge,Pendergrass-Murray Recreational Preserve (PMRP),Brightside,,10.0,
Sandy Malone,https://www.mountainproject.com/route/108121451/sandy-malone,1.7,Sport,5.10d,1,40.0,37.67874000000001,-83.7354,9,Kentucky,Red River Gorge,Pendergrass-Murray Recreational Preserve (PMRP),Brightside,,10.0,
Scalawagarus,https://www.mountainproject.com/route/107873743/scalawagarus,1.7,Sport,5.11a,1,60.0,37.67874000000001,-83.7354,11,Kentucky,Red River Gorge,Pendergrass-Murray Recreational Preserve (PMRP),Brightside,,11.0,
Chica Loca,https://www.mountainproject.com/route/107873758/chica-loca,2.5,Sport,5.11a,1,55.0,37.67874000000001,-83.7354,24,Kentucky,Red River Gorge,Pendergrass-Murray Recreational Preserve (PMRP),Brightside,,11.0,
Crown of Thorns,https://www.mountainproject.com/route/107941261/crown-of-thorns,3.6,Sport,5.11c,1,80.0,37.67874000000001,-83.7354,38,Kentucky,Red River Gorge,Pendergrass-Murray Recreational Preserve (PMRP),Brightside,,11.0,
Smokin on Kesha,https://www.mountainproject.com/route/107873752/smokin-on-kesha,3.2,Sport,5.11c,1,60.0,37.67874000000001,-83.7354,15,Kentucky,Red River Gorge,Pendergrass-Murray Recreational Preserve (PMRP),Brightside,,11.0,
Deep Fried,https://www.mountainproject.com/route/107941311/deep-fried,2.0,Sport,5.11d,1,100.0,37.67874000000001,-83.7354,1,Kentucky,Red River Gorge,Pendergrass-Murray Recreational Preserve (PMRP),Brightside,,11.0,
Tongue-punch,https://www.mountainproject.com/route/109582040/tongue-punch,1.4,Sport,5.11d,1,55.0,37.67874000000001,-83.7354,5,Kentucky,Red River Gorge,Pendergrass-Murray Recreational Preserve (PMRP),Brightside,,11.0,
Ultegra,https://www.mountainproject.com/route/110334638/ultegra,2.5,Sport,5.10a,1,75.0,37.64552,-83.71831,45,Kentucky,Red River Gorge,Pendergrass-Murray Recreational Preserve (PMRP),Velo Crag,,10.0,
The Century,https://www.mountainproject.com/route/112273142/the-century,3.3,Sport,5.10b/c,1,85.0,37.64552,-83.71831,17,Kentucky,Red River Gorge,Pendergrass-Murray Recreational Preserve (PMRP),Velo Crag,,10.0,
Real Girls Don't Pumptrack,https://www.mountainproject.com/route/112273137/real-girls-dont-pumptrack,3.1,Sport,5.10c,1,70.0,37.64552,-83.71831,22,Kentucky,Red River Gorge,Pendergrass-Murray Recreational Preserve (PMRP),Velo Crag,,10.0,
Lightning Rod Arete,https://www.mountainproject.com/route/112216544/lightning-rod-arete,3.5,Sport,5.10c/d,1,70.0,37.64552,-83.71831,46,Kentucky,Red River Gorge,Pendergrass-Murray Recreational Preserve (PMRP),Velo Crag,,10.0,
Ben Franklin*,https://www.mountainproject.com/route/116809066/ben-franklin,3.0,Sport,5.11,1,70.0,37.64552,-83.71831,1,Kentucky,Red River Gorge,Pendergrass-Murray Recreational Preserve (PMRP),Velo Crag,,11.0,
Double Century,https://www.mountainproject.com/route/113839920/double-century,2.0,Sport,5.11d,1,80.0,37.64552,-83.71831,2,Kentucky,Red River Gorge,Pendergrass-Murray Recreational Preserve (PMRP),Velo Crag,,11.0,
Cabin Boy Fever,https://www.mountainproject.com/route/112893274/cabin-boy-fever,3.0,Sport,5.11b,1,55.0,37.64415,-83.72205,9,Kentucky,Red River Gorge,Pendergrass-Murray Recreational Preserve (PMRP),The Ship Yard,,11.0,
Shotgun Funeral,https://www.mountainproject.com/route/113775561/shotgun-funeral,3.0,Trad,5.11-,1,75.0,37.61729,-83.71203,1,Kentucky,Red River Gorge,Pendergrass-Murray Recreational Preserve (PMRP),The Mega Cave,,11.0,
Burnout,https://www.mountainproject.com/route/113775555/burnout,3.0,Sport,5.11b/c,1,70.0,37.61729,-83.71203,1,Kentucky,Red River Gorge,Pendergrass-Murray Recreational Preserve (PMRP),The Mega Cave,,11.0,
Birth of a Legend,https://www.mountainproject.com/route/116703452/birth-of-a-legend,3.0,Sport,5.11b/c,1,65.0,37.65246,-83.71932,1,Kentucky,Red River Gorge,Pendergrass-Murray Recreational Preserve (PMRP),Throwback Crag,,11.0,
Don't Call it a Comeback,https://www.mountainproject.com/route/113805508/dont-call-it-a-comeback,4.0,Sport,5.11d,1,100.0,37.65246,-83.71932,1,Kentucky,Red River Gorge,Pendergrass-Murray Recreational Preserve (PMRP),Throwback Crag,,11.0,
Brohemian Rhapsody,https://www.mountainproject.com/route/114115539/brohemian-rhapsody,2.5,Sport,5.10c,1,70.0,37.64525,-83.72348000000002,4,Kentucky,Red River Gorge,Pendergrass-Murray Recreational Preserve (PMRP),The Getaway,,10.0,
Astro Flex,https://www.mountainproject.com/route/111278987/astro-flex,3.2,Trad,5.10a,1,40.0,37.8229,-83.5836,5,Kentucky,Red River Gorge,Hen's Nest Rock,,,10.0,
Close to the Edge (CLOSED),https://www.mountainproject.com/route/106730381/close-to-the-edge-closed,2.5,Trad,5.10a R,1,50.0,37.8229,-83.5836,2,Kentucky,Red River Gorge,Hen's Nest Rock,,,10.0,R
Starship Trooper,https://www.mountainproject.com/route/111279056/starship-trooper,3.0,Trad,5.10a,1,40.0,37.8229,-83.5836,2,Kentucky,Red River Gorge,Hen's Nest Rock,,,10.0,
Finger Lickin' Good (CLOSED),https://www.mountainproject.com/route/106730366/finger-lickin-good-closed,3.7,Trad,5.10c PG13,1,50.0,37.8229,-83.5836,3,Kentucky,Red River Gorge,Hen's Nest Rock,,,10.0,PG13
Jack the Ripper,https://www.mountainproject.com/route/106973470/jack-the-ripper,4.0,Trad,5.11c,1,60.0,37.81912,-83.57554,3,Kentucky,Red River Gorge,Lower Sky Bridge Ridge,,,11.0,
Store,https://www.mountainproject.com/route/107388644/store,3.4,Sport,5.10c,1,70.0,37.8119,-83.58799,10,Kentucky,Red River Gorge,Camp Store Crag,,,10.0,
Camp,https://www.mountainproject.com/route/107388632/camp,3.5,Sport,5.11d,1,70.0,37.8119,-83.58799,9,Kentucky,Red River Gorge,Camp Store Crag,,,11.0,
Stonehinge,https://www.mountainproject.com/route/108544814/stonehinge,2.3,Trad,5.10-,1,80.0,37.8994,-83.6354,3,Kentucky,Red River Gorge,Lost Ridge,,,10.0,
Full Service,https://www.mountainproject.com/route/108544822/full-service,3.0,Trad,5.10,1,80.0,37.8994,-83.6354,1,Kentucky,Red River Gorge,Lost Ridge,,,10.0,
Wide Pride,https://www.mountainproject.com/route/107845041/wide-pride,4.0,Trad,5.10c,1,55.0,37.8994,-83.6354,5,Kentucky,Red River Gorge,Lost Ridge,,,10.0,
Kaiju,https://www.mountainproject.com/route/108544808/kaiju,4.0,Trad,5.11-,1,100.0,37.8994,-83.6354,3,Kentucky,Red River Gorge,Lost Ridge,,,11.0,
Trailer Trashed,https://www.mountainproject.com/route/108086116/trailer-trashed,2.5,Trad,5.10+,1,60.0,37.71511,-83.66665,4,Kentucky,Red River Gorge,Beer Trailer Crag,,,10.0,
Summer Shandy,https://www.mountainproject.com/route/112827796/summer-shandy,2.5,Trad,5.10d,1,60.0,37.71511,-83.66665,2,Kentucky,Red River Gorge,Beer Trailer Crag,,,10.0,
Simpler Times,https://www.mountainproject.com/route/116691988/simpler-times,2.5,Sport,5.11b,1,60.0,37.71511,-83.66665,2,Kentucky,Red River Gorge,Beer Trailer Crag,,,11.0,
Fake ID,https://www.mountainproject.com/route/113642598/fake-id,2.8,Sport,5.11c,1,50.0,37.71511,-83.66665,5,Kentucky,Red River Gorge,Beer Trailer Crag,,,11.0,
Korsakoff Syndrome,https://www.mountainproject.com/route/112162687/korsakoff-syndrome,2.4,Sport,5.11c,1,60.0,37.71511,-83.66665,5,Kentucky,Red River Gorge,Beer Trailer Crag,,,11.0,
Beer-Thirty,https://www.mountainproject.com/route/111591136/beer-thirty,2.5,Sport,5.11d,1,65.0,37.71511,-83.66665,4,Kentucky,Red River Gorge,Beer Trailer Crag,,,11.0,
Oberon,https://www.mountainproject.com/route/108168983/oberon,3.9,Trad,5.10b,1,65.0,37.82144,-83.57378,16,Kentucky,Red River Gorge,Moonshiner's Wall,,,10.0,
The Beeneling,https://www.mountainproject.com/route/113327074/the-beeneling,3.7,Trad,5.10b,1,80.0,37.84626,-83.64173000000002,3,Kentucky,Red River Gorge,Dunkan Rock,,,10.0,
What's Left of the Beeneling,https://www.mountainproject.com/route/108438115/whats-left-of-the-beeneling,4.0,Trad,5.10c,1,80.0,37.84626,-83.64173000000002,3,Kentucky,Red River Gorge,Dunkan Rock,,,10.0,
Negative Energy,https://www.mountainproject.com/route/109007452/negative-energy,3.0,Trad,5.11a,1,40.0,37.81736,-83.67509,1,Kentucky,Red River Gorge,Tunnel Wall,,,11.0,
Typhoid Mary,https://www.mountainproject.com/route/111229014/typhoid-mary,2.1,Sport,5.10a,1,65.0,37.64193,-83.68332,56,Kentucky,Red River Gorge,Miller Fork Recreational Preserve (MFRP),The Infirmary,,10.0,
Vitamin C,https://www.mountainproject.com/route/116240518/vitamin-c,2.9,Sport,5.10a,1,55.0,37.64193,-83.68332,8,Kentucky,Red River Gorge,Miller Fork Recreational Preserve (MFRP),The Infirmary,,10.0,
Aquagenic Urticaria,https://www.mountainproject.com/route/110400283/aquagenic-urticaria,1.8,Sport,5.10b,1,45.0,37.64193,-83.68332,50,Kentucky,Red River Gorge,Miller Fork Recreational Preserve (MFRP),The Infirmary,,10.0,
Recovery Room,https://www.mountainproject.com/route/110400293/recovery-room,2.9,Sport,5.10b,1,60.0,37.64193,-83.68332,47,Kentucky,Red River Gorge,Miller Fork Recreational Preserve (MFRP),The Infirmary,,10.0,
98.6,https://www.mountainproject.com/route/113916838/986,1.5,Sport,5.10c,1,65.0,37.64193,-83.68332,8,Kentucky,Red River Gorge,Miller Fork Recreational Preserve (MFRP),The Infirmary,,10.0,
Zoonotic,https://www.mountainproject.com/route/111228967/zoonotic,2.1,Sport,5.10d,1,50.0,37.64193,-83.68332,14,Kentucky,Red River Gorge,Miller Fork Recreational Preserve (MFRP),The Infirmary,,10.0,
Pre-Op,https://www.mountainproject.com/route/111229056/pre-op,2.6,Sport,5.10d,1,45.0,37.64193,-83.68332,32,Kentucky,Red River Gorge,Miller Fork Recreational Preserve (MFRP),The Infirmary,,10.0,
Porphyria,https://www.mountainproject.com/route/110400270/porphyria,3.0,Sport,5.11a,1,60.0,37.64193,-83.68332,53,Kentucky,Red River Gorge,Miller Fork Recreational Preserve (MFRP),The Infirmary,,11.0,
On Bended Knee,https://www.mountainproject.com/route/112819003/on-bended-knee,2.8,Sport,5.11a,1,60.0,37.64193,-83.68332,18,Kentucky,Red River Gorge,Miller Fork Recreational Preserve (MFRP),The Infirmary,,11.0,
Family History,https://www.mountainproject.com/route/111228846/family-history,2.9,Sport,5.11a,1,,37.64193,-83.68332,10,Kentucky,Red River Gorge,Miller Fork Recreational Preserve (MFRP),The Infirmary,,11.0,
L.A. Branch Office,https://www.mountainproject.com/route/112410569/la-branch-office,2.0,Sport,5.11a,1,65.0,37.64193,-83.68332,4,Kentucky,Red River Gorge,Miller Fork Recreational Preserve (MFRP),The Infirmary,,11.0,
Bipolar,https://www.mountainproject.com/route/112207234/bipolar,2.6,Sport,5.11b,1,55.0,37.64193,-83.68332,7,Kentucky,Red River Gorge,Miller Fork Recreational Preserve (MFRP),The Infirmary,,11.0,
Magic Bed,https://www.mountainproject.com/route/110231621/magic-bed,3.0,Sport,5.11b/c,1,70.0,37.64193,-83.68332,35,Kentucky,Red River Gorge,Miller Fork Recreational Preserve (MFRP),The Infirmary,,11.0,
Phantom Pain,https://www.mountainproject.com/route/110231668/phantom-pain,2.8,Sport,5.11c,1,70.0,37.64193,-83.68332,20,Kentucky,Red River Gorge,Miller Fork Recreational Preserve (MFRP),The Infirmary,,11.0,
Brachial Plexus,https://www.mountainproject.com/route/111170541/brachial-plexus,3.5,Sport,5.11c,1,80.0,37.64193,-83.68332,43,Kentucky,Red River Gorge,Miller Fork Recreational Preserve (MFRP),The Infirmary,,11.0,
Push Present,https://www.mountainproject.com/route/111324974/push-present,3.0,Sport,5.11d,1,80.0,37.64193,-83.68332,7,Kentucky,Red River Gorge,Miller Fork Recreational Preserve (MFRP),The Infirmary,,11.0,
Trephination,https://www.mountainproject.com/route/111311299/trephination,3.5,Sport,5.11d,1,85.0,37.64193,-83.68332,8,Kentucky,Red River Gorge,Miller Fork Recreational Preserve (MFRP),The Infirmary,,11.0,
Lithuanian Princess,https://www.mountainproject.com/route/110334995/lithuanian-princess,2.9,Sport,5.10a,1,40.0,37.64193,-83.68041,83,Kentucky,Red River Gorge,Miller Fork Recreational Preserve (MFRP),Chaos,,10.0,
Teacher's Pet,https://www.mountainproject.com/route/110335013/teachers-pet,2.0,Trad,5.10b,1,30.0,37.64193,-83.68041,7,Kentucky,Red River Gorge,Miller Fork Recreational Preserve (MFRP),Chaos,,10.0,
Slabalicious,https://www.mountainproject.com/route/111734978/slabalicious,2.5,Sport,5.10c,1,25.0,37.64193,-83.68041,24,Kentucky,Red River Gorge,Miller Fork Recreational Preserve (MFRP),Chaos,,10.0,
Die with a Blessing,https://www.mountainproject.com/route/110367208/die-with-a-blessing,2.7,Sport,5.10d,1,50.0,37.64193,-83.68041,18,Kentucky,Red River Gorge,Miller Fork Recreational Preserve (MFRP),Chaos,,10.0,
Spider Monkey,https://www.mountainproject.com/route/111792332/spider-monkey,2.7,Sport,5.11b,1,45.0,37.64193,-83.68041,19,Kentucky,Red River Gorge,Miller Fork Recreational Preserve (MFRP),Chaos,,11.0,
Left Coast,https://www.mountainproject.com/route/110889557/left-coast,2.0,Sport,5.11c,1,60.0,37.64193,-83.68041,1,Kentucky,Red River Gorge,Miller Fork Recreational Preserve (MFRP),Chaos,,11.0,
Mary Anne,https://www.mountainproject.com/route/112268660/mary-anne,2.5,Sport,5.11c,1,70.0,37.64193,-83.68041,2,Kentucky,Red River Gorge,Miller Fork Recreational Preserve (MFRP),Chaos,,11.0,
Going Away Party,https://www.mountainproject.com/route/112222782/going-away-party,2.8,Sport,5.10a PG13,1,60.0,37.64036,-83.67556,20,Kentucky,Red River Gorge,Miller Fork Recreational Preserve (MFRP),Secret Garden,,10.0,PG13
The Net,https://www.mountainproject.com/route/116564593/the-net,,Sport,5.10a,1,55.0,37.64036,-83.67556,0,Kentucky,Red River Gorge,Miller Fork Recreational Preserve (MFRP),Secret Garden,,10.0,
