Route,Location,URL,Avg Stars,Route Type,Rating,Pitches,Length,Area Latitude,Area Longitude,votes
Fairweather Friend,The Crossroads > Pendergrass-Murray Recreational Preserve (PMRP) > Red River Gorge > Kentucky,https://www.mountainproject.com/route/111124957/fairweather-friend,3.3,Sport,5.10c,1,80.0,37.67609,-83.73312,30
Banjolero,The Crossroads > Pendergrass-Murray Recreational Preserve (PMRP) > Red River Gorge > Kentucky,https://www.mountainproject.com/route/107860456/banjolero,3.0,Sport,5.10c,1,65.0,37.67609,-83.73312,88
Yell Fire!,The Crossroads > Pendergrass-Murray Recreational Preserve (PMRP) > Red River Gorge > Kentucky,https://www.mountainproject.com/route/107860443/yell-fire,3.0,Sport,5.10d,1,80.0,37.67609,-83.73312,31
The Country Boy,The Crossroads > Pendergrass-Murray Recreational Preserve (PMRP) > Red River Gorge > Kentucky,https://www.mountainproject.com/route/111822562/the-country-boy,2.6,Sport,5.11b,1,65.0,37.67609,-83.73312,5
Severn Bore,The Crossroads > Pendergrass-Murray Recreational Preserve (PMRP) > Red River Gorge > Kentucky,https://www.mountainproject.com/route/108394782/severn-bore,2.2,Sport,5.11c,1,60.0,37.67609,-83.73312,5
Cannabis Love Generator,The Crossroads > Pendergrass-Murray Recreational Preserve (PMRP) > Red River Gorge > Kentucky,https://www.mountainproject.com/route/108337016/cannabis-love-generator,2.9,Sport,5.11c,1,50.0,37.67609,-83.73312,8
October Sky,The Crossroads > Pendergrass-Murray Recreational Preserve (PMRP) > Red River Gorge > Kentucky,https://www.mountainproject.com/route/107974272/october-sky,3.3,Sport,5.11c,1,70.0,37.67609,-83.73312,21
June Bug,The Crossroads > Pendergrass-Murray Recreational Preserve (PMRP) > Red River Gorge > Kentucky,https://www.mountainproject.com/route/108337000/june-bug,2.9,Sport,5.11d,1,55.0,37.67609,-83.73312,20
Hippie Speed Ball,The Crossroads > Pendergrass-Murray Recreational Preserve (PMRP) > Red River Gorge > Kentucky,https://www.mountainproject.com/route/111840375/hippie-speed-ball,2.5,Sport,5.11d,1,60.0,37.67609,-83.73312,6
Wake and Bake,The Crossroads > Pendergrass-Murray Recreational Preserve (PMRP) > Red River Gorge > Kentucky,https://www.mountainproject.com/route/108337049/wake-and-bake,3.0,Sport,5.11d,1,55.0,37.67609,-83.73312,3
Thru Space and Time,Left Field > Pendergrass-Murray Recreational Preserve (PMRP) > Red River Gorge > Kentucky,https://www.mountainproject.com/route/106973595/thru-space-and-time,2.8,Sport,5.10a,1,65.0,37.65258,-83.71563,42
Apoplectic Chick from Missouri,Left Field > Pendergrass-Murray Recreational Preserve (PMRP) > Red River Gorge > Kentucky,https://www.mountainproject.com/route/107289398/apoplectic-chick-from-missouri,2.1,Sport,5.10b,1,45.0,37.65258,-83.71563,42
Hopscotch,Left Field > Pendergrass-Murray Recreational Preserve (PMRP) > Red River Gorge > Kentucky,https://www.mountainproject.com/route/113834755/hopscotch,2.0,Sport,5.11a,1,65.0,37.65258,-83.71563,1
Autograph,Left Field > Pendergrass-Murray Recreational Preserve (PMRP) > Red River Gorge > Kentucky,https://www.mountainproject.com/route/107289404/autograph,2.5,Sport,5.11a,1,60.0,37.65258,-83.71563,17
Jack Move,Left Field > Pendergrass-Murray Recreational Preserve (PMRP) > Red River Gorge > Kentucky,https://www.mountainproject.com/route/108078319/jack-move,1.8,Sport,5.11b,1,,37.65258,-83.71563,4
Bulldozer,The Shire > Pendergrass-Murray Recreational Preserve (PMRP) > Red River Gorge > Kentucky,https://www.mountainproject.com/route/106885753/bulldozer,2.4,Sport,5.10a,1,40.0,37.65214,-83.70995,63
Buffalo Crickets,The Shire > Pendergrass-Murray Recreational Preserve (PMRP) > Red River Gorge > Kentucky,https://www.mountainproject.com/route/111810339/buffalo-crickets,3.0,Trad,5.10b R,1,45.0,37.65214,-83.70995,1
Significant Other,The Shire > Pendergrass-Murray Recreational Preserve (PMRP) > Red River Gorge > Kentucky,https://www.mountainproject.com/route/106885744/significant-other,2.0,Sport,5.10b,1,40.0,37.65214,-83.70995,45
The G-Man,The Shire > Pendergrass-Murray Recreational Preserve (PMRP) > Red River Gorge > Kentucky,https://www.mountainproject.com/route/106885734/the-g-man,2.4,Sport,5.10c,1,40.0,37.65214,-83.70995,89
K.S.B.,The Shire > Pendergrass-Murray Recreational Preserve (PMRP) > Red River Gorge > Kentucky,https://www.mountainproject.com/route/106885779/ksb,3.5,Sport,5.10d,1,60.0,37.65214,-83.70995,154
My Name is Earl,The Shire > Pendergrass-Murray Recreational Preserve (PMRP) > Red River Gorge > Kentucky,https://www.mountainproject.com/route/107370652/my-name-is-earl,1.9,Sport,5.11d,1,30.0,37.65214,-83.70995,13
Subject to Change,Far Side > Pendergrass-Murray Recreational Preserve (PMRP) > Red River Gorge > Kentucky,https://www.mountainproject.com/route/106971714/subject-to-change,3.0,Sport,5.10d,1,40.0,37.67269,-83.73544,2
Nameless,Far Side > Pendergrass-Murray Recreational Preserve (PMRP) > Red River Gorge > Kentucky,https://www.mountainproject.com/route/112179454/nameless,2.0,Sport,5.10d,1,40.0,37.67269,-83.73544,1
Papa Loves Jugs,Far Side > Pendergrass-Murray Recreational Preserve (PMRP) > Red River Gorge > Kentucky,https://www.mountainproject.com/route/107567697/papa-loves-jugs,2.9,Sport,5.11d,1,50.0,37.67269,-83.73544,7
Stem Cell,What About Bob Wall > Pendergrass-Murray Recreational Preserve (PMRP) > Red River Gorge > Kentucky,https://www.mountainproject.com/route/108384248/stem-cell,2.8,Sport,5.10a,1,55.0,37.65103,-83.71481999999999,6
Weathertop Stings,What About Bob Wall > Pendergrass-Murray Recreational Preserve (PMRP) > Red River Gorge > Kentucky,https://www.mountainproject.com/route/108384240/weathertop-stings,2.7,Sport,5.10b,1,45.0,37.65103,-83.71481999999999,3
No Sleep Til' Campton,What About Bob Wall > Pendergrass-Murray Recreational Preserve (PMRP) > Red River Gorge > Kentucky,https://www.mountainproject.com/route/107132484/no-sleep-til-campton,3.3,Sport,5.10b/c,1,80.0,37.65103,-83.71481999999999,38
The Speed of Enzo,What About Bob Wall > Pendergrass-Murray Recreational Preserve (PMRP) > Red River Gorge > Kentucky,https://www.mountainproject.com/route/114317142/the-speed-of-enzo,2.0,Sport,5.10c,1,60.0,37.65103,-83.71481999999999,2
Kentucky Flu,What About Bob Wall > Pendergrass-Murray Recreational Preserve (PMRP) > Red River Gorge > Kentucky,https://www.mountainproject.com/route/107336284/kentucky-flu,2.9,Sport,5.10c,1,85.0,37.65103,-83.71481999999999,34
Brothel Doc,What About Bob Wall > Pendergrass-Murray Recreational Preserve (PMRP) > Red River Gorge > Kentucky,https://www.mountainproject.com/route/109644863/brothel-doc,2.4,Sport,5.11a,1,75.0,37.65103,-83.71481999999999,5
Optical Rectitus,What About Bob Wall > Pendergrass-Murray Recreational Preserve (PMRP) > Red River Gorge > Kentucky,https://www.mountainproject.com/route/107622061/optical-rectitus,2.8,Sport,5.11a,1,50.0,37.65103,-83.71481999999999,10
Bowling Pain,What About Bob Wall > Pendergrass-Murray Recreational Preserve (PMRP) > Red River Gorge > Kentucky,https://www.mountainproject.com/route/107132510/bowling-pain,2.0,Sport,5.11c,1,80.0,37.65103,-83.71481999999999,2
The Phoenix,What About Bob Wall > Pendergrass-Murray Recreational Preserve (PMRP) > Red River Gorge > Kentucky,https://www.mountainproject.com/route/116354220/the-phoenix,4.0,Sport,5.11d,1,50.0,37.65103,-83.71481999999999,1
Monobrow,Rival Wall > Pendergrass-Murray Recreational Preserve (PMRP) > Red River Gorge > Kentucky,https://www.mountainproject.com/route/107685747/monobrow,2.6,Sport,5.10a,1,50.0,37.6518,-83.71274,54
Delayed Gratification,Rival Wall > Pendergrass-Murray Recreational Preserve (PMRP) > Red River Gorge > Kentucky,https://www.mountainproject.com/route/107132538/delayed-gratification,3.0,Sport,5.10c,1,80.0,37.6518,-83.71274,69
McCoy,Rival Wall > Pendergrass-Murray Recreational Preserve (PMRP) > Red River Gorge > Kentucky,https://www.mountainproject.com/route/110861833/mccoy,1.8,Sport,5.10d,1,70.0,37.6518,-83.71274,16
Hatfield,Rival Wall > Pendergrass-Murray Recreational Preserve (PMRP) > Red River Gorge > Kentucky,https://www.mountainproject.com/route/107132554/hatfield,3.3,Sport,5.10d,1,80.0,37.6518,-83.71274,40
STD,Courtesy Wall > Pendergrass-Murray Recreational Preserve (PMRP) > Red River Gorge > Kentucky,https://www.mountainproject.com/route/107551914/std,2.6,Sport,5.10a,1,70.0,37.65193,-83.71141,34
Aural Pleasure,Courtesy Wall > Pendergrass-Murray Recreational Preserve (PMRP) > Red River Gorge > Kentucky,https://www.mountainproject.com/route/107556658/aural-pleasure,2.4,Sport,5.11a,1,70.0,37.65193,-83.71141,22
Tweaked Unit,Courtesy Wall > Pendergrass-Murray Recreational Preserve (PMRP) > Red River Gorge > Kentucky,https://www.mountainproject.com/route/107304762/tweaked-unit,3.5,Sport,5.11b,1,70.0,37.65193,-83.71141,35
Welcomed Guest,Courtesy Wall > Pendergrass-Murray Recreational Preserve (PMRP) > Red River Gorge > Kentucky,https://www.mountainproject.com/route/107556667/welcomed-guest,3.6,Sport,5.11d,1,85.0,37.65193,-83.71141,13
Pickpocket,Brightside > Pendergrass-Murray Recreational Preserve (PMRP) > Red River Gorge > Kentucky,https://www.mountainproject.com/route/108121447/pickpocket,1.2,Sport,5.10d,1,50.0,37.678740000000005,-83.7354,11
Sandy Malone,Brightside > Pendergrass-Murray Recreational Preserve (PMRP) > Red River Gorge > Kentucky,https://www.mountainproject.com/route/108121451/sandy-malone,1.7,Sport,5.10d,1,40.0,37.678740000000005,-83.7354,9
Scalawagarus,Brightside > Pendergrass-Murray Recreational Preserve (PMRP) > Red River Gorge > Kentucky,https://www.mountainproject.com/route/107873743/scalawagarus,1.7,Sport,5.11a,1,60.0,37.678740000000005,-83.7354,11
Chica Loca,Brightside > Pendergrass-Murray Recreational Preserve (PMRP) > Red River Gorge > Kentucky,https://www.mountainproject.com/route/107873758/chica-loca,2.5,Sport,5.11a,1,55.0,37.678740000000005,-83.7354,24
Crown of Thorns,Brightside > Pendergrass-Murray Recreational Preserve (PMRP) > Red River Gorge > Kentucky,https://www.mountainproject.com/route/107941261/crown-of-thorns,3.6,Sport,5.11c,1,80.0,37.678740000000005,-83.7354,38
Smokin on Kesha,Brightside > Pendergrass-Murray Recreational Preserve (PMRP) > Red River Gorge > Kentucky,https://www.mountainproject.com/route/107873752/smokin-on-kesha,3.2,Sport,5.11c,1,60.0,37.678740000000005,-83.7354,15
Deep Fried,Brightside > Pendergrass-Murray Recreational Preserve (PMRP) > Red River Gorge > Kentucky,https://www.mountainproject.com/route/107941311/deep-fried,2.0,Sport,5.11d,1,100.0,37.678740000000005,-83.7354,1
Tongue-punch,Brightside > Pendergrass-Murray Recreational Preserve (PMRP) > Red River Gorge > Kentucky,https://www.mountainproject.com/route/109582040/tongue-punch,1.4,Sport,5.11d,1,55.0,37.678740000000005,-83.7354,5
Ultegra,Velo Crag > Pendergrass-Murray Recreational Preserve (PMRP) > Red River Gorge > Kentucky,https://www.mountainproject.com/route/110334638/ultegra,2.5,Sport,5.10a,1,75.0,37.64552,-83.71831,45
The Century,Velo Crag > Pendergrass-Murray Recreational Preserve (PMRP) > Red River Gorge > Kentucky,https://www.mountainproject.com/route/112273142/the-century,3.3,Sport,5.10b/c,1,85.0,37.64552,-83.71831,17
Real Girls Don't Pumptrack,Velo Crag > Pendergrass-Murray Recreational Preserve (PMRP) > Red River Gorge > Kentucky,https://www.mountainproject.com/route/112273137/real-girls-dont-pumptrack,3.1,Sport,5.10c,1,70.0,37.64552,-83.71831,22
Lightning Rod Arete,Velo Crag > Pendergrass-Murray Recreational Preserve (PMRP) > Red River Gorge > Kentucky,https://www.mountainproject.com/route/112216544/lightning-rod-arete,3.5,Sport,5.10c/d,1,70.0,37.64552,-83.71831,46
Ben Franklin*,Velo Crag > Pendergrass-Murray Recreational Preserve (PMRP) > Red River Gorge > Kentucky,https://www.mountainproject.com/route/116809066/ben-franklin,3.0,Sport,5.11,1,70.0,37.64552,-83.71831,1
Double Century,Velo Crag > Pendergrass-Murray Recreational Preserve (PMRP) > Red River Gorge > Kentucky,https://www.mountainproject.com/route/113839920/double-century,2.0,Sport,5.11d,1,80.0,37.64552,-83.71831,2
Cabin Boy Fever,The Ship Yard > Pendergrass-Murray Recreational Preserve (PMRP) > Red River Gorge > Kentucky,https://www.mountainproject.com/route/112893274/cabin-boy-fever,3.0,Sport,5.11b,1,55.0,37.64415,-83.72205,9
Shotgun Funeral,The Mega Cave > Pendergrass-Murray Recreational Preserve (PMRP) > Red River Gorge > Kentucky,https://www.mountainproject.com/route/113775561/shotgun-funeral,3.0,Trad,5.11-,1,75.0,37.617290000000004,-83.71203,1
Burnout,The Mega Cave > Pendergrass-Murray Recreational Preserve (PMRP) > Red River Gorge > Kentucky,https://www.mountainproject.com/route/113775555/burnout,3.0,Sport,5.11b/c,1,70.0,37.617290000000004,-83.71203,1
Birth of a Legend,Throwback Crag > Pendergrass-Murray Recreational Preserve (PMRP) > Red River Gorge > Kentucky,https://www.mountainproject.com/route/116703452/birth-of-a-legend,3.0,Sport,5.11b/c,1,65.0,37.65246,-83.71932,1
Don't Call it a Comeback,Throwback Crag > Pendergrass-Murray Recreational Preserve (PMRP) > Red River Gorge > Kentucky,https://www.mountainproject.com/route/113805508/dont-call-it-a-comeback,4.0,Sport,5.11d,1,100.0,37.65246,-83.71932,1
Brohemian Rhapsody,The Getaway > Pendergrass-Murray Recreational Preserve (PMRP) > Red River Gorge > Kentucky,https://www.mountainproject.com/route/114115539/brohemian-rhapsody,2.5,Sport,5.10c,1,70.0,37.64525,-83.72348000000001,4
Astro Flex,Hen's Nest Rock > Red River Gorge > Kentucky,https://www.mountainproject.com/route/111278987/astro-flex,3.2,Trad,5.10a,1,40.0,37.8229,-83.5836,5
Close to the Edge (CLOSED),Hen's Nest Rock > Red River Gorge > Kentucky,https://www.mountainproject.com/route/106730381/close-to-the-edge-closed,2.5,Trad,5.10a R,1,50.0,37.8229,-83.5836,2
Starship Trooper,Hen's Nest Rock > Red River Gorge > Kentucky,https://www.mountainproject.com/route/111279056/starship-trooper,3.0,Trad,5.10a,1,40.0,37.8229,-83.5836,2
Finger Lickin' Good (CLOSED),Hen's Nest Rock > Red River Gorge > Kentucky,https://www.mountainproject.com/route/106730366/finger-lickin-good-closed,3.7,Trad,5.10c PG13,1,50.0,37.8229,-83.5836,3
Jack the Ripper,Lower Sky Bridge Ridge > Red River Gorge > Kentucky,https://www.mountainproject.com/route/106973470/jack-the-ripper,4.0,Trad,5.11c,1,60.0,37.81912,-83.57554,3
Store,Camp Store Crag > Red River Gorge > Kentucky,https://www.mountainproject.com/route/107388644/store,3.4,Sport,5.10c,1,70.0,37.8119,-83.58799,10
Camp,Camp Store Crag > Red River Gorge > Kentucky,https://www.mountainproject.com/route/107388632/camp,3.5,Sport,5.11d,1,70.0,37.8119,-83.58799,9
Stonehinge,Lost Ridge > Red River Gorge > Kentucky,https://www.mountainproject.com/route/108544814/stonehinge,2.3,Trad,5.10-,1,80.0,37.8994,-83.6354,3
Full Service,Lost Ridge > Red River Gorge > Kentucky,https://www.mountainproject.com/route/108544822/full-service,3.0,Trad,5.10,1,80.0,37.8994,-83.6354,1
Wide Pride,Lost Ridge > Red River Gorge > Kentucky,https://www.mountainproject.com/route/107845041/wide-pride,4.0,Trad,5.10c,1,55.0,37.8994,-83.6354,5
Kaiju,Lost Ridge > Red River Gorge > Kentucky,https://www.mountainproject.com/route/108544808/kaiju,4.0,Trad,5.11-,1,100.0,37.8994,-83.6354,3
Trailer Trashed,Beer Trailer Crag > Red River Gorge > Kentucky,https://www.mountainproject.com/route/108086116/trailer-trashed,2.5,Trad,5.10+,1,60.0,37.715109999999996,-83.66665,4
Summer Shandy,Beer Trailer Crag > Red River Gorge > Kentucky,https://www.mountainproject.com/route/112827796/summer-shandy,2.5,Trad,5.10d,1,60.0,37.715109999999996,-83.66665,2
Simpler Times,Beer Trailer Crag > Red River Gorge > Kentucky,https://www.mountainproject.com/route/116691988/simpler-times,2.5,Sport,5.11b,1,60.0,37.715109999999996,-83.66665,2
Fake ID,Beer Trailer Crag > Red River Gorge > Kentucky,https://www.mountainproject.com/route/113642598/fake-id,2.8,Sport,5.11c,1,50.0,37.715109999999996,-83.66665,5
Korsakoff Syndrome,Beer Trailer Crag > Red River Gorge > Kentucky,https://www.mountainproject.com/route/112162687/korsakoff-syndrome,2.4,Sport,5.11c,1,60.0,37.715109999999996,-83.66665,5
Beer-Thirty,Beer Trailer Crag > Red River Gorge > Kentucky,https://www.mountainproject.com/route/111591136/beer-thirty,2.5,Sport,5.11d,1,65.0,37.715109999999996,-83.66665,4
Oberon,Moonshiner's Wall > Red River Gorge > Kentucky,https://www.mountainproject.com/route/108168983/oberon,3.9,Trad,5.10b,1,65.0,37.82144,-83.57378,16
The Beeneling,Dunkan Rock > Red River Gorge > Kentucky,https://www.mountainproject.com/route/113327074/the-beeneling,3.7,Trad,5.10b,1,80.0,37.84626,-83.64173000000001,3
What's Left of the Beeneling,Dunkan Rock > Red River Gorge > Kentucky,https://www.mountainproject.com/route/108438115/whats-left-of-the-beeneling,4.0,Trad,5.10c,1,80.0,37.84626,-83.64173000000001,3
Negative Energy,Tunnel Wall > Red River Gorge > Kentucky,https://www.mountainproject.com/route/109007452/negative-energy,3.0,Trad,5.11a,1,40.0,37.81736,-83.67509,1
Typhoid Mary,The Infirmary > Miller Fork Recreational Preserve (MFRP) > Red River Gorge > Kentucky,https://www.mountainproject.com/route/111229014/typhoid-mary,2.1,Sport,5.10a,1,65.0,37.64193,-83.68332,56
Vitamin C,The Infirmary > Miller Fork Recreational Preserve (MFRP) > Red River Gorge > Kentucky,https://www.mountainproject.com/route/116240518/vitamin-c,2.9,Sport,5.10a,1,55.0,37.64193,-83.68332,8
Aquagenic Urticaria,The Infirmary > Miller Fork Recreational Preserve (MFRP) > Red River Gorge > Kentucky,https://www.mountainproject.com/route/110400283/aquagenic-urticaria,1.8,Sport,5.10b,1,45.0,37.64193,-83.68332,50
Recovery Room,The Infirmary > Miller Fork Recreational Preserve (MFRP) > Red River Gorge > Kentucky,https://www.mountainproject.com/route/110400293/recovery-room,2.9,Sport,5.10b,1,60.0,37.64193,-83.68332,47
98.6,The Infirmary > Miller Fork Recreational Preserve (MFRP) > Red River Gorge > Kentucky,https://www.mountainproject.com/route/113916838/986,1.5,Sport,5.10c,1,65.0,37.64193,-83.68332,8
Zoonotic,The Infirmary > Miller Fork Recreational Preserve (MFRP) > Red River Gorge > Kentucky,https://www.mountainproject.com/route/111228967/zoonotic,2.1,Sport,5.10d,1,50.0,37.64193,-83.68332,14
Pre-Op,The Infirmary > Miller Fork Recreational Preserve (MFRP) > Red River Gorge > Kentucky,https://www.mountainproject.com/route/111229056/pre-op,2.6,Sport,5.10d,1,45.0,37.64193,-83.68332,32
Porphyria,The Infirmary > Miller Fork Recreational Preserve (MFRP) > Red River Gorge > Kentucky,https://www.mountainproject.com/route/110400270/porphyria,3.0,Sport,5.11a,1,60.0,37.64193,-83.68332,53
On Bended Knee,The Infirmary > Miller Fork Recreational Preserve (MFRP) > Red River Gorge > Kentucky,https://www.mountainproject.com/route/112819003/on-bended-knee,2.8,Sport,5.11a,1,60.0,37.64193,-83.68332,18
Family History,The Infirmary > Miller Fork Recreational Preserve (MFRP) > Red River Gorge > Kentucky,https://www.mountainproject.com/route/111228846/family-history,2.9,Sport,5.11a,1,,37.64193,-83.68332,10
L.A. Branch Office,The Infirmary > Miller Fork Recreational Preserve (MFRP) > Red River Gorge > Kentucky,https://www.mountainproject.com/route/112410569/la-branch-office,2.0,Sport,5.11a,1,65.0,37.64193,-83.68332,4
Bipolar,The Infirmary > Miller Fork Recreational Preserve (MFRP) > Red River Gorge > Kentucky,https://www.mountainproject.com/route/112207234/bipolar,2.6,Sport,5.11b,1,55.0,37.64193,-83.68332,7
Magic Bed,The Infirmary > Miller Fork Recreational Preserve (MFRP) > Red River Gorge > Kentucky,https://www.mountainproject.com/route/110231621/magic-bed,3.0,Sport,5.11b/c,1,70.0,37.64193,-83.68332,35
Phantom Pain,The Infirmary > Miller Fork Recreational Preserve (MFRP) > Red River Gorge > Kentucky,https://www.mountainproject.com/route/110231668/phantom-pain,2.8,Sport,5.11c,1,70.0,37.64193,-83.68332,20
Brachial Plexus,The Infirmary > Miller Fork Recreational Preserve (MFRP) > Red River Gorge > Kentucky,https://www.mountainproject.com/route/111170541/brachial-plexus,3.5,Sport,5.11c,1,80.0,37.64193,-83.68332,43
Push Present,The Infirmary > Miller Fork Recreational Preserve (MFRP) > Red River Gorge > Kentucky,https://www.mountainproject.com/route/111324974/push-present,3.0,Sport,5.11d,1,80.0,37.64193,-83.68332,7
Trephination,The Infirmary > Miller Fork Recreational Preserve (MFRP) > Red River Gorge > Kentucky,https://www.mountainproject.com/route/111311299/trephination,3.5,Sport,5.11d,1,85.0,37.64193,-83.68332,8
Lithuanian Princess,Chaos > Miller Fork Recreational Preserve (MFRP) > Red River Gorge > Kentucky,https://www.mountainproject.com/route/110334995/lithuanian-princess,2.9,Sport,5.10a,1,40.0,37.64193,-83.68041,83
Teacher's Pet,Chaos > Miller Fork Recreational Preserve (MFRP) > Red River Gorge > Kentucky,https://www.mountainproject.com/route/110335013/teachers-pet,2.0,Trad,5.10b,1,30.0,37.64193,-83.68041,7
Slabalicious,Chaos > Miller Fork Recreational Preserve (MFRP) > Red River Gorge > Kentucky,https://www.mountainproject.com/route/111734978/slabalicious,2.5,Sport,5.10c,1,25.0,37.64193,-83.68041,24
Die with a Blessing,Chaos > Miller Fork Recreational Preserve (MFRP) > Red River Gorge > Kentucky,https://www.mountainproject.com/route/110367208/die-with-a-blessing,2.7,Sport,5.10d,1,50.0,37.64193,-83.68041,18
Spider Monkey,Chaos > Miller Fork Recreational Preserve (MFRP) > Red River Gorge > Kentucky,https://www.mountainproject.com/route/111792332/spider-monkey,2.7,Sport,5.11b,1,45.0,37.64193,-83.68041,19
Left Coast,Chaos > Miller Fork Recreational Preserve (MFRP) > Red River Gorge > Kentucky,https://www.mountainproject.com/route/110889557/left-coast,2.0,Sport,5.11c,1,60.0,37.64193,-83.68041,1
Mary Anne,Chaos > Miller Fork Recreational Preserve (MFRP) > Red River Gorge > Kentucky,https://www.mountainproject.com/route/112268660/mary-anne,2.5,Sport,5.11c,1,70.0,37.64193,-83.68041,2
Going Away Party,Secret Garden > Miller Fork Recreational Preserve (MFRP) > Red River Gorge > Kentucky,https://www.mountainproject.com/route/112222782/going-away-party,2.8,Sport,5.10a PG13,1,60.0,37.64036,-83.67556,20
The Net,Secret Garden > Miller Fork Recreational Preserve (MFRP) > Red River Gorge > Kentucky,https://www.mountainproject.com/route/116564593/the-net,-1.0,Sport,5.10a,1,55.0,37.64036,-83.67556,0
ae911truth.org,Secret Garden > Miller Fork Recreational Preserve (MFRP) > Red River Gorge > Kentucky,https://www.mountainproject.com/route/111042582/ae911truthorg,2.0,Sport,5.10b,1,60.0,37.64036,-83.67556,33
Cock to the Rock,Secret Garden > Miller Fork Recreational Preserve (MFRP) > Red River Gorge > Kentucky,https://www.mountainproject.com/route/111042603/cock-to-the-rock,2.4,Sport,5.10b,1,70.0,37.64036,-83.67556,39
Rethink911.org,Secret Garden > Miller Fork Recreational Preserve (MFRP) > Red River Gorge > Kentucky,https://www.mountainproject.com/route/111085175/rethink911org,2.1,Sport,5.10b,1,55.0,37.64036,-83.67556,29
Rememberbuilding7.org,Secret Garden > Miller Fork Recreational Preserve (MFRP) > Red River Gorge > Kentucky,https://www.mountainproject.com/route/111085182/rememberbuilding7org,2.1,Sport,5.10b,1,55.0,37.64036,-83.67556,12
Controlled Demolition,Secret Garden > Miller Fork Recreational Preserve (MFRP) > Red River Gorge > Kentucky,https://www.mountainproject.com/route/111839686/controlled-demolition,2.0,Sport,5.10b,1,45.0,37.64036,-83.67556,2
Leech Line,Secret Garden > Miller Fork Recreational Preserve (MFRP) > Red River Gorge > Kentucky,https://www.mountainproject.com/route/110529391/leech-line,2.0,Trad,5.10,1,75.0,37.64036,-83.67556,2
Flashback,Secret Garden > Miller Fork Recreational Preserve (MFRP) > Red River Gorge > Kentucky,https://www.mountainproject.com/route/110429220/flashback,3.6,Trad,5.10c,1,80.0,37.64036,-83.67556,5
Heavy Flow,Secret Garden > Miller Fork Recreational Preserve (MFRP) > Red River Gorge > Kentucky,https://www.mountainproject.com/route/110429202/heavy-flow,1.8,Trad,5.10+,1,60.0,37.64036,-83.67556,4
Sloppy Seconds,Secret Garden > Miller Fork Recreational Preserve (MFRP) > Red River Gorge > Kentucky,https://www.mountainproject.com/route/110529834/sloppy-seconds,3.4,Sport,5.11a,1,80.0,37.64036,-83.67556,60
Linear Regression,Secret Garden > Miller Fork Recreational Preserve (MFRP) > Red River Gorge > Kentucky,https://www.mountainproject.com/route/111085112/linear-regression,3.4,Sport,5.11a,1,85.0,37.64036,-83.67556,52
American Juggalo,Secret Garden > Miller Fork Recreational Preserve (MFRP) > Red River Gorge > Kentucky,https://www.mountainproject.com/route/113828991/american-juggalo,3.0,Sport,5.11a,1,50.0,37.64036,-83.67556,1
patriotsquestion911.com,Secret Garden > Miller Fork Recreational Preserve (MFRP) > Red River Gorge > Kentucky,https://www.mountainproject.com/route/113551532/patriotsquestion911com,2.7,Sport,5.11a,1,50.0,37.64036,-83.67556,10
Spork,Secret Garden > Miller Fork Recreational Preserve (MFRP) > Red River Gorge > Kentucky,https://www.mountainproject.com/route/110529796/spork,3.0,Trad,5.11b,1,70.0,37.64036,-83.67556,2
So What?,Secret Garden > Miller Fork Recreational Preserve (MFRP) > Red River Gorge > Kentucky,https://www.mountainproject.com/route/111042616/so-what,2.6,Sport,5.11b,1,65.0,37.64036,-83.67556,10
Red Devil,Secret Garden > Miller Fork Recreational Preserve (MFRP) > Red River Gorge > Kentucky,https://www.mountainproject.com/route/111085138/red-devil,3.1,Sport,5.11b,1,85.0,37.64036,-83.67556,9
Little T,Secret Garden > Miller Fork Recreational Preserve (MFRP) > Red River Gorge > Kentucky,https://www.mountainproject.com/route/111085166/little-t,2.8,Sport,5.11b,1,50.0,37.64036,-83.67556,14
Feeding Frenzy,Secret Garden > Miller Fork Recreational Preserve (MFRP) > Red River Gorge > Kentucky,https://www.mountainproject.com/route/113801424/feeding-frenzy,3.0,Trad,5.11b,1,,37.64036,-83.67556,2
Stinky Johnny's,Secret Garden > Miller Fork Recreational Preserve (MFRP) > Red River Gorge > Kentucky,https://www.mountainproject.com/route/111680983/stinky-johnnys,2.7,Sport,5.11b,1,65.0,37.64036,-83.67556,7
Bees in the Trap,Secret Garden > Miller Fork Recreational Preserve (MFRP) > Red River Gorge > Kentucky,https://www.mountainproject.com/route/110529445/bees-in-the-trap,3.1,Sport,5.11d,1,80.0,37.64036,-83.67556,14
Linny Lu,Serenity Point > Miller Fork Recreational Preserve (MFRP) > Red River Gorge > Kentucky,https://www.mountainproject.com/route/110367190/linny-lu,2.2,Sport,5.10a,1,55.0,37.64136,-83.68044,5
Dancing Queen,Serenity Point > Miller Fork Recreational Preserve (MFRP) > Red River Gorge > Kentucky,https://www.mountainproject.com/route/110367173/dancing-queen,1.7,Sport,5.10b,1,60.0,37.64136,-83.68044,17
Dirty Habit,Serenity Point > Miller Fork Recreational Preserve (MFRP) > Red River Gorge > Kentucky,https://www.mountainproject.com/route/110356284/dirty-habit,2.5,Sport,5.10d,1,80.0,37.64136,-83.68044,13
Sundial,Serenity Point > Miller Fork Recreational Preserve (MFRP) > Red River Gorge > Kentucky,https://www.mountainproject.com/route/111688212/sundial,3.6,Sport,5.11a,1,90.0,37.64136,-83.68044,37
